"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"104","green","red","green","red","green","red","red","red","red","green"
"105","red","green","red","red","red","red","red","green","green","green"
"106","red","red","red","green","green","green","green","red","red","red"
"107","green","red","red","red","green","red","red","green","green","green"
"108","red","green","red","red","red","green","green","green","green","red"
"109","green","green","green","red","red","red","green","green","red","red"
"110","green","red","green","green","green","red","red","green","red","red"
"111","red","red","green","green","red","red","green","green","red","green"
"112","green","green","red","green","red","red","red","red","red","red"
"113","red","green","red","green","green","green","green","green","green","green"
"114","green","green","red","green","green","green","green","red","green","red"
"115","red","red","red","green","green","green","green","green","green","red"
"116","red","red","green","red","green","green","green","red","red","green"
"117","green","green","green","green","green","green","green","green","green","green"
"118","green","green","green","green","red","green","green","green","green","green"
"119","green","green","green","red","green","red","green","green","green","red"
"120","green","green","red","red","red","green","red","red","green","red"
"121","green","red","red","green","green","green","green","green","green","red"
"122","red","red","green","green","green","green","green","green","green","green"
"123","red","red","red","red","green","red","red","green","green","red"
"124","green","red","red","green","red","green","green","green","green","green"
"125","red","green","red","green","red","green","green","red","red","green"
"126","red","red","green","green","green","green","green","red","green","red"
"127","red","green","red","red","red","red","red","green","red","green"
"128","green","green","red","green","red","red","red","red","red","green"
"129","red","red","red","green","green","green","green","green","red","green"
"130","green","green","green","green","green","green","green","red","green","green"
"131","red","red","green","red","red","red","red","red","red","green"
"132","green","green","red","green","red","red","red","red","red","red"
"133","green","red","green","red","green","green","green","green","green","red"
"134","green","green","red","green","green","green","red","red","red","green"
"135","green","green","green","green","green","green","green","green","green","red"
"136","red","red","red","red","red","green","green","red","red","green"
"137","red","red","green","red","green","red","red","red","green","green"
"138","red","red","green","red","green","green","green","green","green","red"
"139","green","red","green","green","green","red","green","green","green","red"
"140","green","green","green","green","red","red","red","green","red","red"
"141","red","red","red","green","red","green","green","red","red","red"
"142","red","green","red","green","red","red","red","green","green","green"
"143","green","red","red","green","red","green","green","green","green","green"
"144","green","green","green","red","green","green","green","red","red","red"
"145","red","red","red","red","red","green","green","green","red","green"
"146","red","red","red","red","green","red","red","green","red","green"
"147","green","green","green","red","green","green","red","green","green","red"
"148","red","red","green","red","red","red","red","red","green","green"
"149","green","green","green","green","green","green","green","green","green","red"
"150","red","red","green","green","green","green","green","green","green","green"
"151","red","green","red","green","red","red","red","green","red","green"
"152","red","red","green","red","red","green","green","green","green","green"
"153","green","green","green","green","green","green","green","green","green","green"
"154","green","red","red","green","red","red","red","green","green","green"
"155","red","red","green","red","red","green","green","green","red","red"
"156","green","green","red","red","green","red","red","red","red","red"
"157","red","green","green","red","red","green","green","green","red","red"
"158","green","green","red","red","red","green","red","red","red","green"
"159","red","red","green","green","green","green","green","red","red","green"
"160","red","red","green","red","red","red","green","red","green","green"
"161","red","green","red","red","red","red","green","green","green","green"
"162","green","green","red","green","red","red","red","green","green","red"
"163","green","green","green","green","green","green","green","green","green","red"
"164","green","green","green","green","red","red","red","green","green","green"
"165","green","red","green","green","green","green","red","green","green","green"
"166","red","red","red","red","green","green","green","red","green","green"
"167","red","green","green","green","red","red","red","green","green","green"
"168","green","green","green","green","green","green","green","green","green","red"
"169","red","red","green","green","green","green","green","green","green","red"
"170","red","red","red","green","green","red","red","green","green","green"
"171","green","green","green","green","green","green","green","green","green","green"
"172","red","red","green","red","green","green","green","green","green","red"
"173","red","green","green","green","green","green","green","red","red","green"
"174","red","green","green","green","green","green","green","green","green","green"
"175","green","red","green","green","green","green","green","green","green","red"
"176","green","green","red","red","green","red","red","green","red","red"
"177","green","green","green","green","green","green","green","red","red","green"
"178","green","green","green","red","green","green","green","green","green","green"
"179","red","red","red","red","green","red","red","red","red","green"
"180","green","red","green","green","green","red","red","red","red","green"
"181","green","red","red","red","red","green","green","green","green","green"
"182","red","red","red","red","green","red","red","green","red","green"
"183","green","green","green","red","green","green","green","red","red","green"
"184","red","green","green","green","red","red","red","green","green","green"
"185","green","green","red","red","green","green","green","red","red","green"
"186","red","green","green","green","red","red","red","red","green","green"
"187","red","red","red","red","red","red","red","green","green","red"
"188","red","green","green","green","green","red","green","green","green","green"
"189","green","green","green","green","green","green","green","green","green","red"
"190","green","green","red","red","red","red","red","green","red","green"
"191","green","green","red","green","red","red","red","green","green","red"
"192","green","red","green","green","green","green","green","green","green","green"
"193","red","red","red","red","red","red","red","red","red","green"
"194","red","green","red","red","red","red","red","green","red","green"
"195","green","green","red","green","red","green","red","green","red","green"
"196","green","red","red","green","red","green","red","red","red","green"
"197","green","green","green","red","green","green","green","red","green","green"
"198","green","red","green","green","red","green","red","red","green","green"
"199","green","green","green","green","red","red","green","green","green","red"
"200","green","green","green","green","green","green","green","green","green","green"
"201","red","red","red","green","red","red","red","red","red","red"
"202","green","green","green","green","red","green","green","green","green","green"
"203","red","red","green","red","red","red","red","red","green","red"
"204","green","green","green","red","green","red","green","green","green","red"
"205","red","red","red","green","green","green","green","red","green","green"
"206","green","red","red","green","red","red","red","red","red","green"
"207","red","green","red","red","red","red","green","red","red","green"
"208","green","green","green","red","green","green","green","red","green","red"
"209","green","green","red","green","red","green","red","green","green","red"
"210","green","red","red","green","red","green","red","green","red","red"
"211","green","red","green","green","green","red","red","red","red","red"
"212","green","green","green","green","green","red","red","green","red","green"
"213","green","green","green","green","green","red","red","green","green","red"
"214","green","red","red","green","green","green","green","green","green","red"
"215","red","red","red","red","red","red","green","red","green","red"
"216","green","red","red","red","red","red","red","green","green","red"
"217","green","green","green","green","green","green","green","green","green","red"
"218","green","green","green","green","green","red","red","green","red","green"
"219","green","green","green","red","red","red","red","green","red","green"
"220","green","red","red","red","green","red","red","green","red","green"
"221","red","red","green","green","red","red","red","red","red","green"
"222","green","red","red","red","green","red","green","red","red","red"
"223","red","red","red","green","red","red","red","green","red","red"
"224","red","red","green","green","red","red","red","red","red","red"
"225","green","red","red","green","green","green","green","green","green","green"
"226","green","green","green","green","green","green","green","green","red","red"
"227","red","green","green","green","green","green","green","green","green","red"
"228","red","red","red","green","green","red","red","green","green","red"
"229","red","red","red","red","green","green","red","red","red","red"
"230","green","green","red","red","red","green","green","red","red","green"
"231","red","red","red","red","red","red","red","red","green","green"
"232","red","red","green","red","green","green","green","green","green","green"
"233","red","red","red","green","red","green","green","green","green","green"
"234","green","green","green","red","green","red","red","green","green","green"
"235","green","green","red","red","green","red","red","green","red","green"
"236","red","red","green","red","green","green","green","green","green","red"
"237","red","red","green","green","green","green","green","green","red","red"
"238","red","red","green","red","green","green","green","red","red","red"
"239","green","green","green","red","red","green","green","red","green","green"
"240","red","green","green","red","green","green","green","red","red","red"
"241","red","green","red","green","green","red","red","green","green","red"
"242","green","green","red","red","red","red","red","green","red","red"
"243","red","red","green","red","red","red","red","red","red","red"
"244","red","red","red","green","red","green","red","green","green","red"
"245","red","red","red","green","red","red","red","red","red","red"
"246","red","red","green","green","green","red","red","green","green","red"
"247","red","green","green","green","red","red","red","green","red","red"
"248","red","green","red","red","red","green","red","red","red","green"
"249","green","green","green","green","red","red","red","green","green","green"
"250","green","green","green","green","green","green","green","green","red","red"
"251","red","red","red","green","red","red","red","red","red","red"
"252","green","red","green","green","green","green","green","red","green","red"
"253","red","red","green","red","green","red","green","red","red","red"
"254","red","green","green","red","red","red","green","green","green","red"
"255","green","red","green","red","red","red","red","green","red","red"
"256","green","green","green","green","green","green","green","red","red","red"
"257","green","green","green","red","green","red","green","green","green","green"
"258","green","green","green","green","red","red","red","red","red","green"
"259","green","red","red","green","green","red","green","green","green","green"
"260","green","red","red","red","red","red","red","red","green","green"
"261","green","green","red","red","green","green","green","green","green","red"
"262","red","green","red","green","green","green","green","red","green","green"
"263","green","green","red","green","green","red","red","red","red","green"
"264","green","green","green","green","red","green","green","red","red","green"
"265","red","green","red","red","green","red","green","green","red","red"
"266","green","green","green","green","red","red","red","red","red","green"
"267","red","green","green","red","red","red","red","red","red","green"
"268","red","red","green","red","green","green","green","red","green","green"
"269","red","red","red","red","green","red","red","green","green","red"
"270","green","green","green","red","green","red","red","red","red","green"
"271","green","green","green","green","green","green","green","green","green","red"
"272","green","green","green","green","green","green","green","green","green","red"
"273","green","green","green","green","red","green","red","red","red","green"
"274","red","red","green","green","red","green","green","red","green","green"
"275","red","red","red","green","red","red","red","red","green","green"
"276","green","green","red","red","green","red","red","red","green","red"
"277","green","green","red","green","green","red","red","green","green","red"
"278","red","red","red","green","red","red","red","green","green","green"
"279","red","red","green","red","red","red","red","red","green","red"
"280","red","red","green","green","green","red","red","red","red","red"
"281","green","green","green","green","green","green","green","green","green","red"
"282","red","green","red","green","red","green","green","green","green","red"
"283","red","red","red","green","green","red","red","red","green","red"
"284","green","green","green","red","green","red","red","red","red","green"
"285","red","green","green","green","green","green","green","green","green","green"
"286","red","red","green","red","green","red","red","red","green","green"
"287","green","green","green","red","red","red","green","red","green","red"
"288","green","green","green","red","red","red","red","green","green","green"
"289","green","green","red","green","red","green","green","green","green","red"
"290","green","green","green","green","green","green","green","green","green","green"
"291","green","green","green","green","green","green","green","green","green","red"
"292","green","green","green","red","red","red","green","red","green","green"
"293","red","red","red","green","green","green","green","red","green","green"
"294","green","green","red","red","green","red","red","red","green","green"
"295","red","red","green","red","red","red","red","red","red","red"
"296","green","green","red","green","green","green","green","green","green","red"
"297","red","green","red","green","green","green","green","green","red","green"
"298","green","green","green","green","green","green","green","green","red","red"
"299","red","red","green","red","green","red","red","green","red","red"
"300","red","red","green","green","red","red","red","red","red","red"
"301","red","green","green","red","red","red","red","green","red","green"
"302","green","green","green","red","red","red","red","red","green","red"
"303","green","red","red","red","red","green","green","green","green","red"
"304","green","green","green","green","red","red","red","red","red","green"
"305","green","green","red","green","red","red","red","green","green","red"
"306","green","red","red","red","green","red","red","green","green","red"
"307","red","red","red","red","green","green","green","green","red","red"
"308","green","green","green","red","green","green","green","green","green","green"
"309","red","green","red","red","red","red","red","green","green","red"
"310","red","red","green","red","green","red","green","red","red","red"
"311","green","green","green","green","green","green","green","green","green","red"
"312","green","green","red","green","red","green","green","red","red","red"
"313","red","green","green","green","green","green","green","green","green","green"
"314","green","green","green","red","green","green","green","green","green","green"
"315","green","green","red","red","red","green","green","green","green","green"
"316","green","green","green","red","green","green","green","green","red","green"
"317","green","red","red","green","green","green","red","red","red","red"
"318","green","red","green","red","green","red","red","red","green","red"
"319","red","green","green","red","green","red","red","red","red","green"
"320","green","green","green","red","red","red","red","green","green","red"
"321","red","red","red","green","green","green","green","red","red","green"
"322","red","red","red","red","green","green","green","green","red","green"
"323","red","green","green","red","red","red","red","red","red","red"
"324","red","green","green","green","red","red","red","red","red","red"
"325","red","red","green","green","red","red","green","red","green","green"
"326","green","green","red","red","red","red","red","green","red","red"
"327","green","green","red","green","green","green","green","red","green","green"
"328","red","green","green","red","red","red","red","red","green","green"
"329","green","green","red","green","green","green","green","green","red","green"
"330","green","green","red","green","green","red","red","red","green","green"
"331","green","green","red","red","green","green","green","red","red","green"
"332","green","green","red","red","red","red","red","green","red","red"
"333","green","green","green","red","red","red","red","red","red","green"
"334","red","green","green","green","green","red","red","red","green","green"
"335","red","green","green","red","red","green","green","green","green","green"
"336","green","green","green","green","red","green","green","red","green","red"
"337","green","green","green","red","red","green","green","red","green","green"
"338","red","red","red","green","green","green","green","green","green","red"
"339","red","red","green","red","red","green","green","red","red","red"
"340","red","red","green","green","green","green","green","green","green","green"
"341","green","green","green","red","red","green","green","green","red","green"
"342","green","green","red","green","green","green","green","green","green","green"
"343","green","red","red","green","green","green","green","green","green","red"
"344","green","red","red","green","green","red","red","red","green","green"
"345","green","red","green","red","red","red","red","red","red","green"
"346","red","red","red","green","green","red","red","red","red","red"
"347","green","green","red","green","green","green","green","green","red","red"
"348","green","green","green","green","red","green","green","green","green","green"
"349","red","red","green","green","green","green","green","green","green","green"
"350","red","red","red","green","red","red","green","red","green","red"
"351","red","red","green","green","red","red","red","red","red","green"
"352","red","red","red","red","red","green","green","green","green","green"
"353","green","green","green","green","red","green","green","green","green","red"
"354","red","green","green","green","green","green","green","red","green","green"
"355","green","green","red","red","green","green","green","green","red","green"
"356","red","green","red","red","green","red","green","red","red","green"
"357","red","green","green","green","red","red","green","green","green","green"
"358","green","green","green","green","red","red","red","green","red","green"
"359","green","green","red","green","red","red","red","green","red","red"
"360","green","green","green","green","green","green","green","green","red","red"
"361","green","red","red","red","green","red","red","green","red","green"
"362","green","green","red","red","green","green","green","red","green","red"
"363","red","red","green","red","green","red","red","green","red","red"
"364","green","red","green","green","green","green","green","green","green","green"
"365","red","red","red","red","green","green","green","green","red","green"
"366","green","green","green","green","green","green","green","red","green","red"
"367","green","green","red","red","red","green","red","red","red","red"
"368","red","red","green","green","green","green","green","red","green","red"
"369","green","green","green","green","green","green","green","green","green","red"
"370","green","red","red","green","red","red","red","green","green","red"
"371","green","green","red","red","red","red","green","red","green","red"
"372","green","green","green","red","green","green","green","green","red","green"
"373","green","green","red","green","red","green","red","red","red","red"
"374","red","red","green","green","green","red","green","green","green","green"
"375","red","green","green","green","green","green","green","green","green","red"
"376","red","red","green","red","red","red","red","red","red","green"
"377","green","green","red","green","red","red","red","red","red","red"
"378","green","green","red","green","red","red","red","green","red","green"
"379","green","green","green","red","red","green","green","green","green","red"
"380","green","green","green","green","green","red","red","green","red","green"
"381","green","green","red","red","red","green","red","red","green","green"
"382","green","green","red","red","green","green","green","red","red","green"
"383","green","green","green","green","red","red","red","green","green","green"
"384","red","red","red","green","green","green","green","red","green","green"
"385","green","green","green","green","green","red","green","green","green","green"
"386","green","green","green","green","green","green","green","green","green","red"
"387","green","green","green","green","green","green","green","green","green","green"
"388","green","green","red","green","red","green","green","green","green","green"
"389","green","green","red","green","green","green","green","green","green","green"
"390","green","green","green","red","red","red","red","green","red","red"
"391","green","green","green","red","red","green","green","green","green","green"
"392","red","red","green","red","green","red","green","red","red","green"
"393","green","green","green","green","green","green","red","green","green","red"
"394","red","green","green","green","red","green","green","red","green","red"
"395","red","green","green","red","green","green","green","green","green","red"
"396","green","green","green","green","red","green","green","green","green","red"
"397","green","green","green","green","red","red","red","red","red","green"
"398","red","red","green","green","green","red","red","red","green","green"
"399","red","red","green","green","green","green","green","green","green","green"
"400","green","red","green","green","red","green","green","green","green","red"
"401","green","green","green","green","green","green","green","red","green","red"
"402","red","red","red","green","red","red","red","red","green","green"
"403","green","green","green","green","green","green","green","green","green","green"
"404","red","green","red","green","green","green","green","green","green","red"
"405","green","green","red","green","green","red","red","green","green","red"
"406","red","red","green","green","green","green","green","green","green","green"
"407","red","green","red","green","red","red","green","green","red","green"
"408","green","green","red","red","green","green","green","red","red","red"
"409","green","green","red","green","red","green","red","green","green","red"
"410","red","red","green","green","green","red","red","green","red","red"
"411","red","red","red","red","green","green","green","green","green","green"
"412","green","green","green","green","green","green","green","green","green","green"
"413","green","green","green","green","red","red","red","red","red","green"
"414","green","green","green","red","green","green","green","red","red","green"
"415","green","green","red","green","red","red","red","red","red","red"
"416","red","green","red","green","red","red","red","red","red","red"
"417","green","green","green","red","red","red","red","green","green","green"
"418","green","green","green","red","red","green","green","green","green","red"
"419","green","green","red","green","red","green","green","green","green","red"
"420","green","green","red","green","red","green","green","green","red","green"
"421","red","red","red","red","green","green","green","red","green","green"
"422","red","red","green","red","red","red","red","green","red","green"
"423","green","green","green","green","green","green","green","green","green","red"
"424","green","green","red","red","red","red","red","green","red","green"
"425","red","green","red","green","green","green","green","green","green","red"
"426","green","green","green","red","red","red","red","green","red","red"
"427","red","red","red","red","red","red","red","green","green","red"
"428","red","red","red","red","red","red","red","green","red","green"
"429","red","red","red","red","red","red","red","red","green","red"
"430","green","green","red","red","red","red","red","red","green","green"
"431","green","red","green","green","green","red","red","red","red","green"
"432","green","green","green","green","green","green","green","green","red","green"
"433","green","green","green","green","green","green","green","green","green","red"
"434","red","red","red","red","red","red","red","red","red","red"
"435","green","green","red","green","green","green","green","green","green","green"
"436","green","red","green","red","green","green","green","red","green","red"
"437","green","green","red","red","red","red","red","green","green","green"
"438","red","red","green","green","green","green","green","red","green","red"
"439","green","red","red","green","green","red","green","green","green","green"
"440","green","green","green","red","green","red","red","red","red","green"
"441","red","red","red","red","green","red","red","green","green","green"
"442","green","green","green","green","green","red","red","green","red","red"
"443","green","green","green","green","red","green","green","red","red","green"
"444","red","green","red","red","red","red","red","red","green","green"
"445","red","red","red","green","red","red","red","green","green","green"
"446","green","green","green","green","green","red","red","green","red","green"
"447","green","green","green","red","red","green","green","red","red","green"
"448","green","green","red","green","green","green","green","green","green","green"
"449","green","green","red","red","red","green","red","green","green","green"
"450","green","green","red","green","red","red","red","green","green","red"
"451","red","red","green","red","green","green","green","green","red","green"
"452","green","red","green","red","red","red","green","red","red","red"
"453","green","red","green","red","green","red","red","red","red","red"
"454","green","green","red","green","green","green","green","green","green","red"
"455","green","green","green","red","red","green","green","red","red","green"
"456","red","green","green","green","green","green","green","green","green","red"
"457","green","green","green","green","red","red","red","red","red","green"
"458","red","red","red","red","green","red","red","red","green","red"
"459","red","green","green","red","red","red","red","green","green","green"
"460","green","red","red","red","red","green","green","red","red","green"
"461","green","green","green","green","green","green","green","green","green","red"
"462","green","green","red","green","green","green","green","red","red","red"
"463","red","red","red","red","red","red","green","green","green","red"
"464","green","red","red","green","green","red","red","green","green","red"
"465","green","red","red","green","red","red","red","green","red","green"
"466","red","red","green","green","green","red","red","red","green","green"
"467","red","red","red","red","green","red","red","green","green","green"
"468","green","green","red","red","red","green","red","green","red","red"
"469","green","green","green","green","red","red","red","green","green","green"
"470","red","red","red","green","green","red","green","red","green","green"
"471","red","red","green","green","green","green","green","red","red","green"
"472","green","green","red","red","green","green","green","green","red","green"
"473","green","green","green","red","red","red","red","red","red","green"
"474","red","red","red","red","green","green","green","red","green","red"
"475","red","red","green","green","green","green","green","green","red","red"
"476","red","green","green","green","green","green","green","green","green","green"
"477","green","red","red","green","green","green","green","red","green","green"
"478","green","green","red","green","green","green","green","green","green","green"
"479","green","green","green","green","red","red","red","green","red","red"
"480","green","red","green","red","red","red","green","red","red","red"
"481","red","red","green","green","green","green","green","green","green","green"
"482","red","green","green","green","green","red","red","red","red","red"
"483","green","green","green","green","green","green","green","green","green","green"
"484","green","green","red","green","red","green","green","red","green","green"
"485","red","green","green","green","green","green","green","green","green","green"
"486","red","red","red","green","green","green","green","green","green","green"
"487","red","red","green","green","red","red","red","red","red","green"
"488","green","red","green","red","green","red","red","red","green","green"
"489","green","green","red","green","green","green","green","green","red","green"
"490","red","green","red","red","green","red","green","green","red","green"
"491","green","green","red","green","green","red","red","red","red","green"
"492","red","red","green","green","green","green","green","green","green","green"
"493","green","green","green","green","red","green","green","green","red","green"
"494","green","green","green","green","red","red","green","green","red","green"
"495","green","green","red","red","green","red","red","red","red","green"
"496","green","red","green","green","red","red","red","green","green","red"
"497","red","green","red","red","red","green","green","red","red","green"
"498","red","red","green","red","green","red","red","green","green","green"
"499","red","red","green","green","red","red","red","red","red","green"
"500","green","green","green","red","red","red","green","red","red","green"
"501","green","green","green","green","green","green","green","green","green","green"
"502","green","green","green","red","green","red","green","green","green","green"
"503","green","green","green","green","green","green","red","red","red","green"
"504","red","green","red","red","red","green","green","green","red","red"
"505","green","red","red","green","red","green","green","red","red","green"
"506","green","green","green","green","green","green","green","green","green","red"
"507","green","red","red","green","red","red","red","red","green","green"
"508","green","green","green","red","green","red","green","red","red","green"
"509","red","green","green","red","green","green","green","red","green","red"
"510","green","green","green","green","green","green","green","red","green","green"
"511","green","green","green","red","red","red","red","green","red","green"
"512","green","red","green","green","green","green","green","green","green","green"
"513","green","red","green","red","green","red","red","green","red","green"
"514","green","green","red","red","red","red","red","red","red","red"
"515","red","green","red","green","red","green","green","green","red","red"
"516","green","green","red","red","red","red","red","red","red","red"
"517","red","green","red","green","green","green","green","red","green","green"
"518","red","red","green","red","green","green","green","green","green","red"
"519","green","red","green","green","red","green","green","green","green","green"
"520","green","red","red","green","green","green","green","red","red","red"
"521","green","red","red","green","red","red","red","red","green","red"
"522","green","green","green","green","green","green","green","red","red","red"
"523","green","green","red","green","red","red","red","red","green","green"
"524","green","red","red","green","green","green","green","green","green","green"
"525","green","green","red","red","red","red","red","green","red","green"
"526","red","red","red","red","red","red","red","red","red","green"
"527","green","green","green","red","red","green","red","green","red","red"
"528","green","green","red","red","green","green","green","green","green","red"
"529","green","green","red","green","green","green","green","green","green","green"
"530","green","green","green","green","green","green","green","green","green","green"
"531","green","green","red","green","red","red","red","green","green","green"
"532","red","green","green","green","green","green","green","green","green","green"
"533","green","green","green","green","green","green","green","green","green","green"
"534","green","green","red","red","red","red","red","red","red","red"
"535","red","red","green","red","green","red","red","red","red","green"
"536","green","green","green","green","red","red","green","red","green","red"
"537","green","green","green","green","red","red","red","green","red","green"
"538","green","green","green","green","green","green","green","green","green","green"
"539","green","green","green","red","red","red","red","red","red","green"
"540","red","red","green","red","green","green","green","green","green","green"
"541","red","red","red","green","red","green","green","red","green","red"
"542","red","red","green","red","red","red","red","green","red","green"
"543","red","red","green","green","green","green","green","green","green","red"
"544","red","red","red","red","green","green","green","green","green","green"
"545","green","red","green","green","green","green","green","green","green","green"
"546","green","green","green","red","red","red","red","red","red","red"
"547","green","red","red","red","green","green","green","red","red","red"
"548","red","green","green","green","green","green","green","red","green","red"
"549","red","red","red","red","green","green","green","green","green","green"
"550","red","red","red","green","green","green","green","green","green","red"
"551","red","red","red","red","red","red","red","red","red","green"
"552","red","red","red","red","red","green","green","red","red","red"
"553","green","green","green","green","green","green","green","red","red","red"
"554","green","green","green","green","green","green","green","green","green","green"
"555","green","red","green","green","green","green","green","green","green","green"
"556","green","green","red","red","green","red","red","red","red","red"
"557","red","red","red","green","red","red","green","red","green","green"
"558","red","green","green","green","red","green","red","red","red","red"
"559","red","red","green","green","green","green","green","red","green","red"
"560","red","green","green","green","green","green","green","green","green","red"
"561","red","red","green","green","green","green","green","green","green","red"
"562","green","red","red","red","green","red","red","red","red","red"
"563","green","green","red","red","red","red","red","red","red","green"
"564","green","green","green","green","green","red","red","red","red","green"
"565","red","red","red","red","red","red","red","red","red","green"
"566","red","green","green","red","green","red","red","green","green","red"
"567","red","red","red","red","red","red","red","red","green","green"
"568","red","red","green","green","green","green","green","green","green","red"
"569","red","red","red","red","green","green","red","red","red","green"
"570","green","green","green","green","green","green","green","red","green","green"
"571","green","green","green","red","red","green","green","green","green","green"
"572","green","green","green","green","green","green","green","red","green","green"
"573","green","green","red","green","green","red","red","red","green","red"
"574","red","green","red","red","red","red","red","green","green","red"
"575","red","green","red","red","red","red","red","red","green","red"
"576","green","green","green","green","green","green","green","red","red","green"
"577","green","red","green","green","red","red","red","green","red","green"
"578","green","green","green","red","green","red","green","green","green","red"
"579","red","green","green","red","red","green","red","green","red","green"
"580","green","green","green","green","green","green","green","green","green","green"
