"","X1","X2","X3","X4","X5"
"246","red","red","red","red","red"
"247","red","red","red","red","green"
"248","red","red","red","red","red"
"249","green","red","red","red","red"
"250","red","red","red","red","red"
"251","red","red","red","red","red"
"252","red","red","red","red","red"
"253","red","red","red","red","red"
"254","green","green","green","green","green"
"255","red","red","red","red","red"
"256","red","green","red","red","red"
"257","red","red","red","red","red"
"258","red","red","red","red","red"
"259","red","red","red","red","red"
"260","red","red","red","red","red"
"261","red","red","red","red","red"
"262","green","red","red","green","red"
"263","red","green","green","red","red"
"264","red","red","red","red","red"
"265","red","red","red","red","red"
"266","red","red","red","red","red"
"267","red","red","red","red","red"
"268","red","red","red","red","red"
"269","red","red","red","red","red"
"270","red","red","red","red","red"
"271","red","red","red","red","red"
"272","red","red","red","red","red"
"273","red","red","red","red","red"
"274","red","red","red","red","red"
"275","red","red","red","red","red"
"276","red","red","red","red","red"
"277","red","green","green","green","green"
"278","red","red","red","red","red"
"279","red","red","red","red","red"
"280","red","red","red","red","red"
"281","red","red","red","red","green"
"282","red","red","red","red","red"
"283","red","red","red","red","red"
"284","red","red","red","red","red"
"285","red","red","red","red","red"
"286","red","red","red","red","red"
"287","red","red","red","red","red"
"288","red","red","red","red","red"
"289","green","red","red","red","red"
"290","red","red","red","red","red"
"291","red","red","red","red","red"
"292","red","red","red","red","red"
"293","red","red","red","red","red"
"294","red","red","red","red","red"
"295","red","red","red","red","red"
"296","red","red","red","red","red"
"297","red","green","red","green","red"
"298","red","red","red","red","red"
"299","red","red","red","green","red"
"300","red","red","red","red","red"
"301","red","red","red","red","red"
"302","red","red","red","red","red"
"303","red","red","red","red","red"
"304","red","red","red","red","red"
"305","red","red","red","red","red"
"306","red","red","red","red","red"
"307","red","red","red","red","red"
"308","green","red","red","red","red"
"309","red","red","red","red","red"
"310","red","green","red","red","red"
"311","red","red","red","red","red"
"312","red","red","red","red","red"
"313","red","red","red","red","red"
"314","red","red","red","red","red"
"315","red","red","red","red","red"
"316","red","green","red","red","red"
"317","red","red","red","red","red"
"318","red","red","red","red","red"
"319","red","red","red","red","red"
"320","red","red","red","red","red"
"321","red","green","green","red","red"
"322","red","red","red","red","red"
"323","red","red","red","red","red"
"324","red","red","red","red","red"
"325","red","red","red","red","red"
"326","red","red","red","red","red"
"327","red","red","red","red","red"
"328","red","red","red","red","red"
"329","red","red","red","red","red"
"330","red","red","red","red","red"
"331","red","red","red","green","red"
"332","red","red","red","red","red"
"333","red","red","red","red","red"
"334","green","red","red","green","red"
"335","red","red","red","red","green"
"336","red","red","red","red","red"
"337","green","red","red","red","red"
"338","red","red","red","red","green"
"339","red","green","red","red","red"
"340","red","red","red","red","red"
"341","red","green","red","red","red"
"342","red","red","red","red","red"
"343","red","red","red","red","red"
"344","red","red","red","red","red"
"345","red","red","red","red","red"
"346","red","red","red","red","red"
"347","green","red","red","red","red"
"348","green","red","red","green","red"
"349","red","red","red","red","red"
"350","red","green","green","green","green"
"351","red","red","red","red","red"
"352","red","green","green","red","red"
"353","red","red","red","red","red"
"354","red","red","red","red","red"
"355","red","red","red","red","red"
"356","red","red","red","red","green"
"357","red","red","green","red","red"
"358","red","red","red","red","red"
"359","red","red","red","green","red"
"360","red","red","red","red","red"
"361","red","red","red","red","red"
"362","red","red","red","red","red"
"363","red","red","red","red","red"
"364","red","green","green","green","green"
"365","red","red","red","red","red"
"366","red","red","red","red","red"
"367","red","red","red","red","red"
"368","red","red","red","red","red"
"369","red","red","red","red","red"
"370","red","red","red","red","red"
"371","red","red","red","red","red"
"372","red","red","red","red","red"
"373","red","red","red","red","red"
"374","red","red","red","red","red"
"375","green","red","red","red","red"
"376","red","red","red","red","red"
"377","red","red","red","red","red"
"378","green","red","red","red","red"
"379","red","red","red","red","red"
"380","red","green","green","green","green"
"381","red","red","red","red","red"
"382","red","red","red","red","red"
"383","red","red","red","red","red"
"384","red","red","green","red","red"
"385","red","red","red","red","red"
"386","red","red","red","red","red"
"387","red","red","red","red","red"
"388","red","red","red","red","red"
"389","red","green","green","red","green"
"390","red","red","red","red","red"
"391","red","red","red","red","red"
"392","red","red","red","red","green"
"393","red","red","red","red","red"
"394","red","red","red","red","red"
"395","red","red","red","red","red"
"396","red","red","red","red","red"
"397","red","red","red","green","red"
"398","green","red","red","red","red"
"399","red","red","red","red","green"
"400","red","red","red","red","red"
"401","red","red","red","red","red"
"402","red","red","red","red","red"
"403","red","red","red","red","red"
"404","red","green","green","green","green"
"405","red","red","red","red","red"
"406","red","red","red","red","red"
"407","red","red","red","green","red"
"408","red","red","red","red","red"
"409","red","red","red","red","red"
"410","red","red","red","red","red"
"411","red","red","red","green","red"
"412","red","red","red","green","red"
"413","red","red","red","green","red"
"414","red","red","red","red","red"
"415","red","red","red","red","red"
"416","red","red","red","red","red"
"417","red","red","red","red","red"
"418","red","red","red","red","red"
"419","red","red","red","red","red"
"420","red","red","red","red","red"
"421","red","red","red","red","red"
"422","red","red","red","red","red"
"423","red","red","red","red","red"
"424","red","red","red","red","red"
"425","red","red","red","red","red"
"426","red","red","red","red","green"
"427","red","red","red","red","red"
"428","red","red","red","red","red"
"429","red","red","green","red","red"
"430","red","green","green","green","green"
"431","red","red","red","red","red"
"432","red","red","red","red","green"
"433","red","red","red","red","red"
"434","red","red","red","red","red"
"435","red","red","red","red","green"
"436","red","red","red","red","green"
"437","red","red","red","red","red"
"438","red","red","red","red","green"
"439","red","red","red","red","red"
"440","red","red","red","red","red"
"441","red","red","red","red","green"
"442","red","red","red","red","red"
"443","red","red","red","red","red"
"444","red","red","red","red","red"
"445","red","red","red","red","red"
"446","red","red","red","red","red"
"447","red","red","red","red","green"
"448","red","red","red","red","red"
"449","red","red","red","red","red"
"450","red","red","red","red","red"
"451","red","red","red","red","red"
"452","red","red","red","red","red"
"453","red","red","red","red","red"
"454","red","red","red","red","red"
"455","red","green","green","green","green"
"456","red","green","green","green","green"
"457","red","red","red","red","red"
"458","red","red","red","red","red"
"459","red","red","red","red","red"
"460","red","red","red","red","red"
"461","red","red","red","red","red"
"462","green","red","red","red","red"
"463","red","red","red","green","red"
"464","red","green","red","red","green"
"465","red","red","red","red","red"
"466","red","red","red","red","red"
"467","red","red","red","red","red"
"468","red","red","red","red","red"
"469","red","red","red","red","red"
"470","red","red","red","red","red"
"471","red","red","red","red","red"
"472","red","red","red","red","red"
"473","red","red","red","red","green"
"474","green","red","red","red","red"
"475","red","red","red","red","red"
"476","red","red","red","red","red"
"477","red","red","red","red","red"
"478","red","red","red","red","green"
"479","green","red","red","red","red"
"480","red","red","red","red","red"
"481","red","green","green","green","red"
"482","red","red","red","red","red"
"483","green","red","red","red","red"
"484","red","red","red","red","red"
"485","red","red","red","red","red"
"486","red","red","red","red","red"
"487","red","red","red","red","red"
"488","red","red","red","red","red"
"489","red","red","red","red","red"
"490","red","red","red","red","red"
"491","red","red","red","red","red"
"492","green","red","red","red","red"
"493","green","red","red","red","green"
"494","red","red","red","red","red"
"495","red","red","red","red","red"
"496","red","red","red","red","red"
"497","red","red","red","red","red"
"498","red","red","red","red","red"
"499","red","red","red","red","red"
"500","red","red","red","red","red"
"501","red","red","red","red","red"
"502","green","red","red","red","red"
"503","red","red","red","red","red"
"504","red","red","red","red","red"
"505","green","red","green","red","red"
"506","green","red","red","red","red"
"507","red","green","green","red","red"
"508","red","red","red","red","red"
"509","red","red","red","red","red"
"510","red","red","red","red","red"
"511","green","red","red","red","red"
"512","green","red","red","red","red"
"513","red","red","red","red","red"
"514","red","red","red","red","red"
"515","red","red","red","red","red"
"516","red","green","green","green","green"
"517","green","red","red","red","red"
"518","red","red","red","red","red"
"519","red","red","red","red","red"
"520","red","red","red","red","red"
"521","red","green","green","red","red"
"522","red","red","red","red","red"
"523","red","red","red","red","red"
"524","red","red","red","red","red"
"525","red","red","red","red","red"
"526","red","red","red","red","red"
"527","red","red","red","red","red"
"528","red","red","red","red","red"
"529","red","red","red","red","red"
"530","red","red","red","red","green"
"531","red","red","red","red","red"
"532","red","red","red","red","red"
"533","red","green","green","red","red"
"534","red","red","red","red","red"
"535","red","green","green","green","green"
"536","red","red","green","red","red"
"537","red","red","red","red","red"
"538","red","red","red","red","red"
"539","red","red","red","red","green"
"540","red","red","red","red","red"
"541","red","red","red","red","red"
"542","red","green","red","red","red"
"543","red","red","red","red","red"
"544","red","red","red","green","red"
"545","green","red","red","red","red"
"546","red","red","red","red","red"
"547","red","red","red","red","red"
"548","red","red","red","green","red"
"549","red","green","green","green","green"
"550","red","red","red","red","red"
"551","red","red","red","red","red"
"552","red","red","red","red","red"
"553","red","red","red","red","red"
"554","red","red","green","red","red"
"555","green","green","green","green","green"
"556","red","red","red","red","red"
"557","red","red","red","red","red"
"558","red","red","red","red","red"
"559","red","red","red","red","red"
"560","red","red","red","red","red"
"561","red","red","red","red","red"
"562","red","red","red","red","red"
"563","red","red","red","red","red"
"564","red","red","red","red","red"
"565","red","red","red","red","red"
"566","red","red","red","red","red"
"567","red","red","red","red","red"
"568","red","red","red","red","red"
"569","red","red","red","red","red"
"570","red","green","green","green","green"
"571","green","red","red","green","red"
"572","red","red","red","red","red"
"573","red","green","green","green","green"
"574","red","red","red","red","red"
"575","red","green","green","green","green"
"576","red","red","red","green","red"
"577","red","red","red","red","red"
"578","red","red","red","red","red"
"579","red","red","red","red","red"
"580","red","red","red","red","red"
"581","red","red","red","red","red"
"582","red","red","red","red","red"
"583","red","red","red","red","red"
"584","red","red","red","red","red"
"585","red","red","red","red","red"
"586","red","red","red","red","red"
"587","red","red","red","red","red"
"588","red","red","red","red","red"
"589","red","red","red","red","red"
"590","red","red","red","red","red"
"591","red","red","red","red","red"
"592","red","red","red","red","red"
"593","red","red","red","red","red"
"594","red","red","red","red","red"
"595","red","red","red","red","red"
"596","red","red","red","red","red"
"597","red","red","red","red","red"
"598","red","red","red","red","red"
"599","red","red","red","red","red"
"600","red","red","red","red","red"
"601","red","red","red","red","red"
"602","red","red","red","red","red"
"603","red","red","green","red","red"
"604","red","red","red","red","red"
"605","red","red","red","red","red"
"606","red","red","red","red","red"
"607","red","red","red","red","red"
"608","red","red","green","red","green"
"609","red","red","red","red","red"
"610","red","red","red","red","red"
"611","red","red","red","red","red"
"612","red","red","red","red","red"
"613","red","green","green","red","red"
"614","red","red","red","red","red"
"615","red","red","red","red","red"
"616","red","red","red","red","red"
"617","red","red","red","red","red"
"618","red","red","red","red","red"
"619","red","red","red","red","red"
"620","red","red","red","red","red"
"621","red","red","red","red","green"
"622","red","red","red","red","red"
"623","red","red","red","red","red"
"624","red","red","red","red","red"
"625","red","red","red","red","red"
"626","red","red","red","red","green"
"627","red","red","red","red","red"
"628","red","red","red","red","red"
"629","red","red","red","red","red"
"630","red","red","red","red","red"
"631","red","red","red","red","red"
"632","red","red","red","red","red"
"633","red","red","red","red","red"
"634","red","red","red","red","red"
"635","red","red","red","red","red"
"636","red","red","red","red","red"
"637","red","red","red","red","red"
"638","red","red","red","red","red"
"639","red","red","red","red","red"
"640","red","red","red","red","red"
"641","red","red","red","red","red"
"642","red","red","red","red","red"
"643","red","red","red","red","red"
"644","red","red","red","red","red"
"645","red","red","red","red","red"
"646","red","green","green","green","green"
"647","green","red","red","red","green"
"648","red","red","red","red","red"
"649","red","red","red","red","red"
"650","red","red","red","red","red"
"651","red","red","red","red","red"
"652","red","green","red","red","red"
"653","red","red","red","red","red"
"654","red","green","green","green","green"
"655","red","red","red","red","red"
"656","red","red","red","red","red"
"657","red","red","red","red","red"
"658","red","red","red","red","red"
"659","red","red","red","red","red"
"660","red","red","red","red","red"
"661","red","red","red","green","red"
"662","red","green","red","red","red"
"663","red","red","red","red","red"
"664","green","red","red","red","red"
"665","red","red","red","red","red"
"666","red","red","red","red","red"
"667","red","red","red","red","red"
"668","red","red","red","red","red"
"669","red","red","red","red","red"
"670","red","green","green","red","red"
"671","red","red","green","red","red"
"672","red","red","red","red","red"
"673","red","red","red","red","red"
"674","red","red","red","red","red"
"675","red","red","red","red","red"
"676","red","red","red","red","red"
"677","red","red","red","red","red"
"678","red","red","red","red","green"
"679","red","red","red","red","red"
"680","red","red","red","green","red"
"681","red","red","red","red","red"
"682","red","red","red","red","red"
"683","green","red","red","red","red"
"684","red","red","red","red","red"
"685","red","red","red","green","red"
"686","red","red","red","red","red"
"687","red","red","red","red","red"
"688","red","green","red","red","red"
"689","red","green","green","green","green"
"690","red","red","red","red","red"
"691","green","green","green","green","green"
"692","red","red","red","red","red"
"693","red","red","red","red","red"
"694","red","red","red","red","red"
"695","red","red","red","red","red"
"696","green","red","green","red","red"
"697","red","red","red","red","red"
"698","red","red","red","red","red"
"699","red","red","red","red","red"
"700","red","red","red","red","red"
"701","red","red","red","red","red"
"702","red","red","red","red","red"
"703","red","red","green","red","red"
"704","red","red","red","red","red"
"705","red","red","red","red","red"
"706","red","red","green","red","green"
"707","red","red","red","red","red"
"708","red","red","red","red","red"
"709","red","red","red","green","red"
"710","red","red","red","red","red"
"711","red","red","red","red","red"
"712","red","red","red","red","red"
"713","red","red","red","red","red"
"714","red","red","red","red","red"
"715","red","red","red","red","red"
"716","red","red","red","red","red"
"717","red","green","green","green","red"
"718","red","red","green","red","red"
"719","red","red","red","red","green"
"720","green","red","red","red","red"
"721","red","red","red","red","red"
"722","red","red","red","red","red"
"723","red","red","red","red","red"
"724","red","red","red","red","red"
"725","red","red","red","red","red"
"726","red","red","red","red","red"
"727","red","green","green","green","green"
"728","red","red","red","red","red"
"729","red","red","red","red","red"
"730","red","red","red","red","red"
"731","red","green","green","red","red"
"732","red","green","green","red","red"
"733","red","red","red","red","red"
"734","red","red","red","red","red"
"735","red","red","red","red","red"
"736","red","red","red","red","green"
"737","red","red","red","red","red"
"738","red","red","red","red","red"
"739","red","red","red","red","red"
"740","red","red","red","red","red"
"741","red","red","red","red","red"
"742","red","red","red","red","green"
"743","red","red","green","red","red"
"744","red","red","red","green","red"
"745","red","red","red","red","red"
"746","red","red","red","red","red"
"747","red","red","red","red","red"
"748","red","red","red","red","red"
"749","red","red","red","red","red"
"750","red","red","red","red","red"
"751","red","red","red","red","red"
"752","red","red","red","red","red"
"753","red","red","red","red","red"
"754","red","red","red","red","red"
"755","red","red","red","red","red"
"756","red","red","red","red","red"
"757","red","red","red","red","red"
"758","red","red","red","red","red"
"759","red","red","red","red","red"
"760","green","red","red","red","red"
"761","red","red","red","red","red"
"762","red","red","red","red","red"
"763","red","green","green","green","green"
"764","red","red","red","red","red"
"765","red","red","red","red","red"
"766","green","red","red","red","red"
"767","red","red","red","red","red"
"768","red","red","red","red","red"
"769","red","red","red","red","red"
"770","red","red","red","red","green"
"771","red","red","red","green","red"
"772","red","red","red","red","red"
"773","red","red","red","red","green"
"774","red","red","red","red","red"
"775","red","red","red","red","red"
"776","red","red","red","red","red"
"777","red","red","red","green","red"
"778","red","red","red","red","red"
"779","red","red","red","red","red"
"780","red","red","red","red","red"
"781","green","red","red","red","red"
"782","red","red","red","red","red"
"783","red","red","red","red","red"
"784","red","red","red","red","red"
"785","red","green","green","green","green"
"786","red","red","red","red","red"
"787","red","red","red","red","red"
"788","red","red","red","red","red"
"789","red","red","red","red","red"
"790","red","red","red","red","red"
"791","red","red","red","red","red"
"792","red","red","green","red","red"
"793","red","red","red","red","red"
"794","red","red","red","green","red"
"795","red","red","red","red","red"
"796","green","red","red","red","red"
"797","red","red","red","red","green"
"798","red","red","red","red","red"
"799","red","red","red","red","red"
"800","red","red","green","red","red"
"801","red","red","red","red","red"
"802","red","red","red","red","red"
"803","red","red","red","red","green"
"804","red","red","red","red","red"
"805","red","red","red","red","red"
"806","red","red","red","red","red"
"807","red","red","red","red","red"
"808","red","red","red","red","red"
"809","red","red","red","red","red"
"810","red","green","red","red","red"
"811","red","red","red","red","red"
"812","red","red","red","red","red"
"813","green","red","red","red","red"
"814","red","red","red","red","red"
"815","red","red","red","red","red"
"816","green","red","red","red","green"
"817","red","red","red","red","red"
"818","red","red","green","red","red"
"819","red","red","red","red","red"
"820","green","red","red","red","red"
"821","red","red","red","red","red"
"822","red","red","red","red","red"
"823","red","red","red","red","red"
"824","red","red","red","red","red"
"825","red","red","red","red","red"
"826","red","red","red","red","red"
"827","red","red","red","red","red"
"828","red","red","red","red","red"
"829","red","red","red","red","red"
"830","red","red","red","green","red"
"831","red","red","red","red","red"
"832","red","red","red","red","red"
"833","red","red","red","red","red"
"834","red","red","red","red","red"
"835","red","red","red","red","red"
"836","red","red","red","red","red"
"837","red","red","red","red","red"
"838","red","green","green","green","green"
"839","red","red","red","red","red"
"840","red","red","red","red","red"
"841","red","green","red","red","red"
"842","red","red","red","red","red"
"843","red","red","red","red","red"
"844","red","red","red","red","red"
"845","red","red","red","red","red"
"846","red","red","red","red","red"
"847","red","red","red","red","red"
"848","red","red","red","red","red"
"849","red","red","red","red","red"
"850","red","red","red","red","green"
"851","red","red","red","red","red"
"852","red","red","red","red","red"
"853","red","green","green","green","green"
"854","red","red","red","red","red"
"855","red","red","red","red","red"
"856","red","red","red","red","red"
"857","red","red","red","red","red"
"858","red","red","red","red","red"
"859","red","red","red","red","red"
"860","green","red","red","red","red"
"861","red","red","red","red","red"
"862","red","red","red","red","red"
"863","red","red","red","red","red"
"864","red","red","red","red","red"
"865","red","red","red","red","red"
"866","red","red","red","red","red"
"867","green","green","green","red","red"
"868","red","red","red","red","red"
"869","red","red","red","red","red"
"870","red","red","green","red","red"
"871","red","red","red","red","red"
"872","red","red","red","red","red"
"873","red","red","red","red","red"
"874","red","red","red","red","green"
"875","red","red","red","red","red"
"876","red","red","red","red","red"
"877","red","red","red","red","red"
"878","red","red","red","red","red"
"879","red","red","red","red","red"
"880","red","red","red","red","red"
"881","red","green","green","green","red"
"882","red","red","red","red","red"
"883","red","red","red","red","red"
"884","red","red","red","red","red"
"885","green","red","red","red","red"
"886","red","red","red","red","red"
"887","red","red","red","red","red"
"888","green","green","green","red","red"
"889","red","red","red","red","red"
"890","red","red","red","red","red"
"891","red","green","red","red","red"
"892","green","red","red","red","red"
"893","red","red","red","red","red"
"894","red","red","red","red","red"
"895","red","red","red","red","red"
"896","green","red","red","red","green"
"897","red","red","red","red","red"
"898","red","green","red","red","red"
"899","red","red","red","red","red"
"900","red","red","red","red","red"
"901","red","red","red","red","red"
"902","green","red","red","red","red"
"903","red","red","red","red","red"
"904","red","red","red","red","red"
"905","red","red","red","green","red"
"906","red","green","green","red","red"
"907","red","green","red","red","red"
"908","red","red","red","red","red"
"909","red","red","red","red","red"
"910","red","red","red","red","red"
"911","red","green","red","red","red"
"912","green","green","red","red","red"
"913","red","red","red","red","red"
"914","red","red","red","green","red"
"915","red","red","red","red","red"
"916","red","red","red","red","red"
"917","red","red","red","red","red"
"918","red","green","red","red","red"
"919","red","red","red","red","red"
"920","red","red","red","red","red"
"921","red","red","red","red","red"
"922","red","red","red","green","red"
"923","red","red","red","red","red"
"924","red","green","green","green","green"
"925","red","red","green","red","red"
"926","green","red","red","red","red"
"927","red","red","red","red","red"
"928","red","red","red","red","red"
"929","green","red","red","red","green"
"930","red","red","red","red","red"
"931","red","red","green","red","red"
"932","red","red","red","red","red"
"933","green","red","red","red","red"
"934","red","red","red","red","red"
"935","red","red","red","red","red"
"936","red","red","red","red","red"
"937","red","red","red","red","red"
"938","red","red","red","green","red"
"939","red","red","red","red","red"
"940","red","red","red","red","red"
"941","red","red","red","red","green"
"942","red","red","red","red","red"
"943","red","red","green","red","red"
"944","red","red","red","red","red"
"945","red","green","green","green","red"
"946","red","green","red","red","red"
"947","red","red","red","red","red"
"948","red","red","red","red","red"
"949","red","red","red","red","red"
"950","red","red","red","red","red"
"951","red","red","red","green","red"
"952","red","red","red","red","red"
"953","red","red","red","red","red"
"954","red","red","green","red","red"
"955","red","red","red","red","red"
"956","red","red","red","red","red"
"957","red","red","red","red","red"
"958","red","red","red","red","green"
"959","red","red","red","red","red"
"960","red","red","red","red","red"
"961","red","red","red","red","red"
"962","red","red","red","red","red"
"963","red","green","green","red","green"
"964","red","red","red","red","red"
"965","red","red","red","red","red"
"966","green","red","red","red","red"
"967","red","red","red","red","red"
"968","red","green","red","red","red"
"969","red","red","red","red","red"
"970","green","red","red","red","red"
"971","red","red","red","green","red"
"972","green","red","red","red","red"
"973","red","red","red","red","red"
"974","red","red","red","red","red"
"975","red","red","red","red","green"
"976","red","red","red","red","red"
"977","red","red","red","red","red"
"978","red","red","red","red","red"
"979","red","red","red","red","red"
"980","red","red","red","red","red"
"981","red","red","red","red","red"
"982","red","red","red","green","red"
"983","red","red","red","red","red"
"984","red","red","red","red","red"
"985","red","red","red","red","red"
"986","red","red","red","red","red"
"987","green","red","green","red","red"
"988","red","red","red","red","red"
"989","red","red","red","red","red"
"990","red","red","red","red","red"
"991","red","red","red","red","red"
"992","red","green","green","red","red"
"993","red","red","red","red","red"
"994","red","red","red","red","red"
"995","red","red","red","red","red"
"996","red","red","red","red","red"
"997","red","red","red","red","red"
